id,caption,createur,idInterpretation_id
17739,"I am confused by this painting because it looks like a piece of paper that has been painted in the past",t5_2,5760
17740,"i'm not sure what's going on here",FST,5760
17741,"Colors are calming and the shapes look like they are relaxing",bart_1,5761
17742,"Love the colors and the detail in this painting",bart_2,5761
17743,"I like the way the colors are drawn and the animals look very realistic",t5_1,5761
17744,"I like the colors and the way the bird is drawn",t5_2,5761
17745,"the way the lion is painted&BEIGE#LIGHTGREY#TAN#GREY#DARKGREY makes me content",FST,5761
17746,"Scene is peaceful and relaxing the colors are calming",bart_1,5762
17747,"Love the way the trees are painted it is very peaceful",bart_2,5762
17748,"I like the way the colors are painted",t5_1,5762
17749,"I like the colors and the way the trees are painted",t5_2,5762
17750,"it's pleasing to look at the way the oak tree is painted&LIGHTGREY#GREY#GREY#LIGHTGREY#DARKGREY",FST,5762
17751,"Horse looks like it is about to hurt someone",bart_1,5763
17752,"Looks like a ghost and I feel fear for the people who are being tortured",bart_2,5763
17753,"I am not sure what is going on here but it looks like a ghost",t5_1,5763
17754,"I am afraid that the man is going to kill someone",t5_2,5763
17755,"how the cattle is painted&LIGHTGREY#GREY#GREY#DARKGREY#DARKGREY creepy",FST,5763
17756,"Painting is very detailed and I like the contrast between the black and white",bart_1,5764
17757,"Am amazed by the skill needed to paint this sculpture",bart_2,5764
17758,"I love the way the colors are painted",t5_1,5764
17759,"I love the detail in this painting it looks like a piece of paper",t5_2,5764
17760,"the way the chair is looking&WHITE#TAN#GREY#DARKGREY#GREY makes me amazed",FST,5764
17761,"Painting is very abstract and the colors are interesting",bart_1,5765
17762,"Love the colors and the way it is painted",bart_2,5765
17763,"I love the way the colors are painted",t5_1,5765
17764,"I love the colors and shapes in this painting",t5_2,5765
17765,"i love the way the bed is painted&LIGHTGREY#LIGHTGREY#GREY#GREY#DARKGREY",FST,5765
17766,"Painting is very detailed and I like the contrast between the black and white",bart_1,5766
17767,"Love the detail in the drawing and the colors are amazing",bart_2,5766
17768,"I love the way the colors are painted",t5_1,5766
17769,"I love the detail in this painting it looks like a snake",t5_2,5766
17770,"how the snake is painted&GREY#TAN#DARKGREY#TAN#DARKGREY amazing",FST,5766
17771,"Man looks like he is being tortured by a demon",bart_1,5767
17772,"Looks like a ghost and I feel fear for the person who is being tortured",bart_2,5767
17773,"I am not sure what is going on here but it looks like a ghost",t5_1,5767
17774,"I feel fear because it looks like the man is about to kill someone",t5_2,5767
17775,"how the elephant is looking&LIGHTGREY#DARKGREY#DARKGREY#GREY#DARKGREY creepy",FST,5767
17776,"Painting of a woman with her hands on the tablecloth",bart_1,5768
17777,"Love the colors and the way they are painted it is very peaceful",bart_2,5768
17778,"I like the way the colors are painted",t5_1,5768
17779,"I like the way the colors are used and the shapes are very interesting",t5_2,5768
17780,"the way the chair is looking&LIGHTGREY#VIOLET#GREY#DARKGREY#TAN makes me happy",FST,5768
17781,"Painting is boring because it is just a bunch of random shapes that do not make me feel much",bart_1,5769
17782,"Am curious as to what is going on in this picture it looks like the man is trying to stop something",bart_2,5769
17783,"I am not sure what is going on in this painting but it looks like a ghost",t5_1,5769
17784,"I am not sure what this is supposed to be",t5_2,5769
17785,"i don't get what the artist wanted to say here",FST,5769
17786,"Mountains in the background look like they are glowing with sunlight",bart_1,5770
17787,"Am amazed by the beauty of nature and how beautiful it is",bart_2,5770
17788,"I love the way the colors are painted",t5_1,5770
17789,"I love the way the colors are blended together",t5_2,5770
17790,"the way the mountain is looking&DARKGREY#DARKGREY#DARKGREY#GREY#DARKGREY makes me in awe",FST,5770
17791,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,5771
17792,"Am disappointed by the lack of details on the horse and the lack in color used",bart_2,5771
17793,"I am not sure what is going on here but it makes me feel confused",t5_1,5771
17794,"I am not sure what this painting is supposed to be",t5_2,5771
17795,"i'm confused about this artwork",FST,5771
17796,"Colors are calming and relaxing",bart_1,5772
17797,"Love the colors and how they are blended together",bart_2,5772
17798,"I like the way the colors are painted",t5_1,5772
17799,"I like the simplicity of the painting and the way it is painted",t5_2,5772
17800,"how the flatfish is looking&LIGHTGREY#GREY#GREY#DARKGREY#GREY pleasing",FST,5772
17801,"Colors are calming and relaxing",bart_1,5773
17802,"Love the colors and the way the trees are painted",bart_2,5773
17803,"I like the way the colors are painted and the shapes look very realistic",t5_1,5773
17804,"I like the colors and the way the bird is holding it",t5_2,5773
17805,"the way the willow tree is looking&TAN#BROWN#GREY#DARKGREY#DARKGREY makes me content",FST,5773
17806,"Colors are calming and the scene is peaceful",bart_1,5774
17807,"Love the colors and the way the horse is drawn makes it seem like they are moving",bart_2,5774
17808,"I like the way the colors are painted and the scene is bright and vibrant",t5_1,5774
17809,"I like the colors and the way the horse is drawn",t5_2,5774
17810,"the way the bed is painted&BROWN#DARKGREY#LIGHTGREY#KHAKI#GREY is pleasing",FST,5774
17811,"Painting looks like a scary place to be",bart_1,5775
17812,"Looks like a ghost and the colors are dark and ominous",bart_2,5775
17813,"I feel fear because it looks like the people are going to kill someone",t5_1,5775
17814,"I am afraid that the people are going to die",t5_2,5775
17815,"i'm scared because of the way the house is looking&DARKGREY#DARKGREY#DARKGREY#GREY#GREY",FST,5775
17816,"Scene is peaceful and the colors are calming",bart_1,5776
17817,"Love the colors and the way they all blend together",bart_2,5776
17818,"I like the way the colors are painted and the scene is very interesting",t5_1,5776
17819,"I like the colors and the way the people are dressed",t5_2,5776
17820,"how the trees are painted&TAN#GREY#TAN#DARKGREY#GREY makes me content",FST,5776
17821,"Mountains in the background look like a nice place to be",bart_1,5777
17822,"Love the colors and the scene is very peaceful",bart_2,5777
17823,"I like the way the colors are drawn and the man is walking in the distance",t5_1,5777
17824,"I like the way the man is standing on the mountain",t5_2,5777
17825,"it's pleasing to look at how the mountain is looking&LIGHTGREY#LIGHTGREY#GREY#GREY#GREY",FST,5777
17826,"Colors are calming and the scene is peaceful",bart_1,5778
17827,"Love the colors and the way the trees are painted",bart_2,5778
17828,"I like the way the colors are painted and the scene is very vibrant",t5_1,5778
17829,"I like the colors and the way the artist painted the painting",t5_2,5778
17830,"&IVORY#DARKGREY#BROWN#TAN#GREY pleasing",FST,5778
17831,"Black and white painting of a man being killed by an evil creature",bart_1,5779
17832,"Looks like a storm is coming and I fear for the people in the snow",bart_2,5779
17833,"I am not sure what is going on here but it looks like a ghost",t5_1,5779
17834,"I feel fear because it looks like a storm is coming",t5_2,5779
17835,"the way the bear is looking&DARKGREY#DARKGREY#GREY#DARKGREY#DARKGREY is creepy",FST,5779
17836,"Painting is boring because it looks like a child's drawing",bart_1,5780
17837,"Am disappointed by the lack of details in the drawing and the lack to detail on the face",bart_2,5780
17838,"I am not sure what is going on here but it looks like a painting of a truck",t5_1,5780
17839,"I am confused as to what this is supposed to be",t5_2,5780
17840,"i'm confused about this artwork",FST,5780
17841,"Painting is boring because the colors are muted and dull",bart_1,5781
17842,"Am disappointed by the lack of details in the drawing and the lack on the faces",bart_2,5781
17843,"I am not sure what is going on in this painting but it looks like a ghost",t5_1,5781
17844,"I am not sure what this painting is supposed to be",t5_2,5781
17845,"i'm confused about this artwork",FST,5781
17846,"Man looks like he is being tortured by a demon",bart_1,5782
17847,"Looks like a ghost and I fear for the people in this painting",bart_2,5782
17848,"I am not sure what is going on here but it looks like a ghost",t5_1,5782
17849,"I am afraid that the animal is going to attack you",t5_2,5782
17850,"the way the wolf is looking&GREY#GREY#DARKGREY#LIGHTGREY#GREY is creepy",FST,5782
17851,"Painting makes me feel confused because I do not know what the picture is trying to convey",bart_1,5783
17852,"Am curious as to what is behind the tree and what it is supposed to be",bart_2,5783
17853,"I am not sure what is going on here but it looks like a painting of a statue",t5_1,5783
17854,"I am confused as to what this painting is supposed to be",t5_2,5783
17855,"i'm not sure what's going on here",FST,5783
17856,"Black and white painting of a man in a red robe with a sword on it looks like he is being killed",bart_1,5784
17857,"Looks like a ghost and I fear for the people in this painting",bart_2,5784
17858,"I am not sure what is going on here but it looks like a ghost",t5_1,5784
17859,"I am afraid that the man is going to kill someone",t5_2,5784
17860,"the way the dinosaur is looking&DARKGREY#DARKGREY#DARKGREY#GREY#TAN scary",FST,5784
17861,"Animals are enjoying themselves in nature",bart_1,5785
17862,"Love the way the trees are painted and the animals in the background",bart_2,5785
17863,"I like the way the animals are drawn",t5_1,5785
17864,"I like the way the dog is standing on the ground",t5_2,5785
17865,"it's nice how the wolf is painted&GREY#GREY#GREY#DARKGREY#DARKGREY",FST,5785
17866,"Woman looks like she is relaxing on a couch with her dog",bart_1,5786
17867,"Love the way the artist has captured the human body in this painting",bart_2,5786
17868,"I like the way the man is holding his hand on the wall",t5_1,5786
17869,"I like the way the artist painted the painting and how it looks like a portrait",t5_2,5786
17870,"&TAN#GREY#DARKGREY#DARKGREY#DARKGREY pleasing",FST,5786
17871,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,5787
17872,"Do not know what I am looking at it is just a bunch of random shapes",bart_2,5787
17873,"I am not sure what is going on here but it makes me feel confused",t5_1,5787
17874,"I am confused by this painting because it looks like a bunch of random shapes",t5_2,5787
17875,"i'm not sure what's going on here",FST,5787
17876,"Angelic scene with angels flying over the clouds",bart_1,5788
17877,"Love the colors and the way they are painted",bart_2,5788
17878,"I love the way the colors are painted",t5_1,5788
17879,"I love the colors and the way they are depicted",t5_2,5788
17880,"the way the plate is looking&DARKGREY#GREY#LIGHTGREY#GREY#DARKGREY makes me amazed",FST,5788
17881,"Painting is boring and lacks details in the image",bart_1,5789
17882,"Am curious as to what is going on in this painting it looks like the people are waiting for something",bart_2,5789
17883,"I am not sure what is going on here but it looks like a painting",t5_1,5789
17884,"I am not sure what this painting is supposed to be",t5_2,5789
17885,"i'm confused about this artwork",FST,5789
17886,"Horses are galloping through the streets in a majestic way",bart_1,5790
17887,"Am amazed by the way the artist was able to capture the movement of the horses",bart_2,5790
17888,"I love the way the colors are painted",t5_1,5790
17889,"I love the way the horse looks like it is in an epic battle",t5_2,5790
17890,"the way the elephant is looking&DARKGREY#LIGHTGREY#GREY#DARKGREY#GREY makes me in awe",FST,5790
17891,"Black and white painting of a bird with its wings in the air looks like it is about to fall",bart_1,5791
17892,"Looks like a ghost and I am scared of what is behind it",bart_2,5791
17893,"I am not sure what is going on here but it looks like a ghost",t5_1,5791
17894,"I am afraid that the man is going to kill someone",t5_2,5791
17895,"&GREY#GREY#LIGHTGREY#TAN#DARKGREY scary",FST,5791
17896,"Black and white painting looks like a scary place to be",bart_1,5792
17897,"Looks like a storm is coming and it is going to destroy the landscape",bart_2,5792
17898,"I am not sure what is going on here but it looks like a ghost",t5_1,5792
17899,"I am afraid that this is a monster",t5_2,5792
17900,"how the plain is looking&DARKGREY#DARKGREY#GREY#GREY#DARKGREY is scary",FST,5792
17901,"Colors are calming and the shapes look like they are relaxing",bart_1,5793
17902,"Love the colors and the way the trees are painted",bart_2,5793
17903,"I like the way the colors are painted and the shapes look very realistic",t5_1,5793
17904,"I like the way the artist painted the painting",t5_2,5793
17905,"how the bear is looking&BROWN#GREY#GREY#DARKGREY#DARKGREY makes me happy",FST,5793
17906,"Painting is boring because the colors are muted and dull",bart_1,5794
17907,"Am disappointed by the lack of details in the drawing and the lack on the face",bart_2,5794
17908,"I am not sure what is going on here but it looks like a painting of a rabbit",t5_1,5794
17909,"I am not sure what this painting is supposed to be but it looks like a picture of a rabbit",t5_2,5794
17910,"i'm confused about this artwork",FST,5794
17911,"Man looks like he is in pain and the woman looks scared of him",bart_1,5795
17912,"Looks like a ghost and I feel fear for the people who may be dead",bart_2,5795
17913,"I am not sure what is going on here but it looks like a ghost",t5_1,5795
17914,"I feel fear because it looks like a monster is about to attack someone",t5_2,5795
17915,"the way the bear is painted&DARKGREY#LIGHTGREY#LIGHTGREY#GREY#DARKGREY creepy",FST,5795
17916,"Colors are calming and the shapes look like they are relaxing",bart_1,5796
17917,"Love the colors and the shapes of the objects",bart_2,5796
17918,"I like the way the colors are drawn and the shapes are so realistic",t5_1,5796
17919,"I like the way the colors are drawn",t5_2,5796
17920,"the way the plate is painted&LIGHTGREY#DARKGREY#GREY#TAN#GREY pleasing",FST,5796
17921,"Colors are calming and relaxing",bart_1,5797
17922,"Love the colors and the way the flowers are painted",bart_2,5797
17923,"I like the way the colors are drawn and the shapes look very realistic",t5_1,5797
17924,"I like the way the colors are drawn",t5_2,5797
17925,"it's nice the way the flatfish is looking&LIGHTGREY#LIGHTGREY#GREY#DARKGREY#GREY",FST,5797
17926,"Black and white painting looks like a scary place to be",bart_1,5798
17927,"Looks like a black and white painting with no color to make it stand out",bart_2,5798
17928,"I am not sure what is going on here but it looks like a ghost",t5_1,5798
17929,"I am afraid that this person is going to kill someone",t5_2,5798
17930,"&LIGHTGREY#GREY#DARKGREY#LIGHTGREY#GREY creepy",FST,5798
17931,"Black and white painting looks like a scary place to be",bart_1,5799
17932,"Looks like a storm is coming and the water looks choppy",bart_2,5799
17933,"I am not sure what is going on here but it looks like a storm is coming",t5_1,5799
17934,"I am afraid that the fish are going to kill someone",t5_2,5799
17935,"the way the sea is looking&DARKGREY#GREY#GREY#DARKGREY#NAVY is scary",FST,5799
17936,"Colors are calming and relaxing",bart_1,5800
17937,"Love the colors and the patterns on the bird's feathers",bart_2,5800
17938,"I like the way the colors are drawn and the shapes look very realistic",t5_1,5800
17939,"I like the colors and the way the bird is floating in the water",t5_2,5800
17940,"how the butterfly is looking&LIGHTGREY#GREY#LIGHTGREY#DARKGREY#GREY pleasing",FST,5800
17941,"Black and white painting looks like a scary place to be",bart_1,5801
17942,"Looks like a ghost and I fear for the person who is going to hurt her",bart_2,5801
17943,"I am not sure what is going on here but it looks like a ghost",t5_1,5801
17944,"I am afraid that the man is going to kill someone",t5_2,5801
17945,"how the chair is painted&GREY#TAN#DARKGREY#GREY#GREY makes me scared",FST,5801
17946,"Black and white painting of a bird with its wings in the sky looks like it is about to fall",bart_1,5802
17947,"Looks like a ghost and I feel fear for the person who is being tortured",bart_2,5802
17948,"I am not sure what is going on here but it looks like a ghost",t5_1,5802
17949,"I am afraid that the man is going to kill someone",t5_2,5802
17950,"the way the beaver is looking&DARKGREY#DARKGREY#GREY#TAN#DARKGREY is scary",FST,5802
17951,"Colors are calming and relaxing",bart_1,5803
17952,"Love the colors and the way they all blend together",bart_2,5803
17953,"I like the way the colors are drawn and the shapes are very realistic",t5_1,5803
17954,"I like the way the colors are blended together",t5_2,5803
17955,"how the plate is looking&GREY#GREY#GREY#LIGHTGREY#GREY makes me content",FST,5803
17956,"Scene is calming and the colors are soothing",bart_1,5804
17957,"Love the colors and the structure of the building",bart_2,5804
17958,"I like the way the colors are painted",t5_1,5804
17959,"I like the colors and the way the painting is painted",t5_2,5804
17960,"how the skyscraper is painted&KHAKI#TAN#BROWN#GREY#LIGHTGREY makes me content",FST,5804
17961,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,5805
17962,"Am curious as to what is going on in this painting it looks like a child's drawing",bart_2,5805
17963,"I am not sure what is going on here but it looks like a painting of a snake",t5_1,5805
17964,"I am not sure what this painting is supposed to be",t5_2,5805
17965,"i don't get what the artist wanted to say here",FST,5805
17966,"Colors are calming and relaxing to look at",bart_1,5806
17967,"Love the colors and the way the trees are painted",bart_2,5806
17968,"I like the way the colors are drawn and the scene is very realistic",t5_1,5806
17969,"I like the colors and the way they blend together",t5_2,5806
17970,"it's nice the way the plain is looking&LIGHTGREY#GREY#GREY#GREY#GREY",FST,5806
17971,"Colors are calming and the scene is peaceful",bart_1,5807
17972,"Love the colors and the way the trees are painted",bart_2,5807
17973,"I like the way the colors are painted and the scene is very bright",t5_1,5807
17974,"I like the colors and the way the painting is painted",t5_2,5807
17975,"how the willow tree is painted&BROWN#TAN#TAN#DARKGREY#GREY makes me content",FST,5807
17976,"Colors are calming and the scene is peaceful",bart_1,5808
17977,"Love the colors and the way they are blended with each other",bart_2,5808
17978,"I like the way the colors are drawn and the scene is very dark",t5_1,5808
17979,"I like the colors and the way the animals are painted",t5_2,5808
17980,"the way the elephant is painted&GREY#GREY#DARKGREY#GREY#DARKGREY pleasing",FST,5808
17981,"Painting is very detailed and I like the contrast between the reds and blues",bart_1,5809
17982,"Am amazed by the way the artist was able to capture the movement of the horses",bart_2,5809
17983,"I love the way the colors are painted",t5_1,5809
17984,"I love the colors and shapes in this painting",t5_2,5809
17985,"&LIGHTGREY#GREY#DARKGREY#BROWN#GREY amazing",FST,5809
17986,"Woman is relaxing on the couch with her dog",bart_1,5810
17987,"Love the way the woman is looking at the mirror",bart_2,5810
17988,"I like the way the woman is sitting on her chair",t5_1,5810
17989,"I like the way the woman is sitting in the chair",t5_2,5810
17990,"it's pleasing to look at how the woman is painted&GREY#DARKGREY#LIGHTGREY#LIGHTGREY#TAN",FST,5810
17991,"Colors are calming and the scene is peaceful",bart_1,5811
17992,"Love the colors and the way the trees are painted",bart_2,5811
17993,"I like the way the colors are painted and the trees look so peaceful",t5_1,5811
17994,"I like the colors and the way the trees are painted",t5_2,5811
17995,"it's nice how the trees are looking&GOLD#TAN#COPPER#TAN#DARKRED",FST,5811
17996,"Painting makes me feel confused because I do not know what it is supposed to be",bart_1,5812
17997,"Am disappointed by the lack of details in the drawing and the lack to detail on the sculpture",bart_2,5812
17998,"I am not sure what is going on here but it looks like a painting",t5_1,5812
17999,"I am confused by the lack of detail in this painting",t5_2,5812
18000,"i'm not sure what's going on here",FST,5812
18001,"Black and white painting of a demon with its wings in the background looks like it is about to hurt someone",bart_1,5813
18002,"Looks like a ghost and I fear for the people in this painting",bart_2,5813
18003,"I am not sure what is going on here but it looks like a ghost",t5_1,5813
18004,"I feel fear because the snake looks like it is about to kill someone",t5_2,5813
18005,"i'm scared because of the way the snake is painted&LIGHTGREY#DARKGREY#DARKGREY#GREY#GREY",FST,5813
18006,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,5814
18007,"Do not know what I am looking at it is just weird and confusing",bart_2,5814
18008,"I am not sure what is going on here but it looks like a bunch of snakes",t5_1,5814
18009,"I am not sure what this is supposed to be",t5_2,5814
18010,"i'm confused about this artwork",FST,5814
18011,"Painting makes me feel confused because I do not know what it is supposed to be",bart_1,5815
18012,"Am disappointed by the lack of details in the trees and leaves",bart_2,5815
18013,"I am not sure what is going on here but it looks like a painting of a tree",t5_1,5815
18014,"I am confused by this painting because it looks like a tree in the middle of nowhere",t5_2,5815
18015,"i'm not sure what's going on here",FST,5815
18016,"Painting is very detailed and I like the contrast between the white background and the rest of the image",bart_1,5816
18017,"Am amazed by the skill needed to paint this painting",bart_2,5816
18018,"I love the way the colors are painted",t5_1,5816
18019,"I love the detail in the painting and how it looks like a picture",t5_2,5816
18020,"i love the way the wardrobe is painted&LIGHTGREY#GREY#DARKGREY#GREY#DARKGREY",FST,5816
18021,"Picture is boring and boring it just looks like a bunch of random shapes that do not make sense",bart_1,5817
18022,"Am curious as to what is going on in this painting it looks like a mountain and I want to know more about the story behind it",bart_2,5817
18023,"I am not sure what is going on here but it looks like a painting of a man",t5_1,5817
18024,"I am not sure what this painting is supposed to be",t5_2,5817
18025,"i'm confused about this artwork",FST,5817
18026,"Black and white painting of a demon with the red colors looks like blood",bart_1,5818
18027,"Looks like a ghost and I fear for the people in this painting",bart_2,5818
18028,"I am not sure what is going on here but it looks like a monster",t5_1,5818
18029,"I am afraid that the angels are going to attack the man",t5_2,5818
18030,"how the ray is looking&DARKGREY#DARKGREY#GREY#DARKGREY#GREY creepy",FST,5818
18031,"Painting is very detailed and the colors are so bright it makes me want to be there",bart_1,5819
18032,"Love the colors of the flowers and the way they are painted is amazing",bart_2,5819
18033,"I love the way the colors are painted",t5_1,5819
18034,"I love the colors and the way they are painted",t5_2,5819
18035,"the way the elephant is looking&LIGHTGREY#TAN#DARKGREY#BROWN#DARKGREY makes me amazed",FST,5819
18036,"Black and white painting looks like a scary place to be",bart_1,5820
18037,"Looks like a ghost and I fear for the people in this painting",bart_2,5820
18038,"I am not sure what is going on here but it looks like a ghost",t5_1,5820
18039,"I am afraid that the man is going to kill someone",t5_2,5820
18040,"&DARKGREY#DARKGREY#GREY#GREY#DARKGREY scary",FST,5820
18041,"Painting is very detailed and I like the contrast between the reds and blues",bart_1,5821
18042,"Love the use of color and shading in this painting",bart_2,5821
18043,"I love the way the colors are painted",t5_1,5821
18044,"I love the colors and shapes in this painting",t5_2,5821
18045,"the way the butterfly is looking&GREY#LIGHTGREY#DARKGREY#LIGHTGREY#DARKGREY makes me in awe",FST,5821
18046,"Painting is boring because the colors are muted and dull",bart_1,5822
18047,"Am disappointed by the lack of details in the drawing and the lack on the face",bart_2,5822
18048,"I am not sure what is going on here but it looks like a ghost",t5_1,5822
18049,"I am not sure what this painting is supposed to be",t5_2,5822
18050,"i'm confused about this artwork",FST,5822
18051,"Painting is very detailed and I like the contrast between the white horse and the rest of the image",bart_1,5823
18052,"Am amazed by the way the artist was able to capture the movement of the water",bart_2,5823
18053,"I love the way the animals are drawn",t5_1,5823
18054,"I love the detail in this painting and how it looks so realistic",t5_2,5823
18055,"how the elephant is looking&GREY#LIGHTGREY#TAN#GREY#GREY makes me in awe",FST,5823
18056,"Colors are calming and the scene is peaceful",bart_1,5824
18057,"Love the colors and the way the mountains are painted",bart_2,5824
18058,"I like the way the colors are painted and the scene is very peaceful",t5_1,5824
18059,"I like the colors and the way the horse is drawn",t5_2,5824
18060,"the way the mountain is looking&BEIGE#LIGHTGREY#GREY#TAN#DARKGREY makes me content",FST,5824
18061,"Man looks like he is being tortured by a demon",bart_1,5825
18062,"Looks like a ghost and I feel fear for the people in this painting",bart_2,5825
18063,"I am not sure what is going on here but it looks like a monster",t5_1,5825
18064,"I am afraid that the man is going to kill someone",t5_2,5825
18065,"i'm scared because of how the dinosaur is painted&GREY#DARKGREY#DARKGREY#LIGHTGREY#GREY",FST,5825
18066,"Man looks like he is in pain and the woman looks scared",bart_1,5826
18067,"Looks like the people are scared of what is behind them",bart_2,5826
18068,"I am not sure what is going on here but it looks like the people are trying to escape",t5_1,5826
18069,"I am afraid that the man is going to kill someone",t5_2,5826
18070,"i'm scared because of the way the woman is looking&DARKGREY#LIGHTGREY#GREY#GREY#TAN",FST,5826
18071,"Black and white painting of a man being killed by an evil creature",bart_1,5827
18072,"Looks like a ghost and I fear for the people in this painting",bart_2,5827
18073,"I am not sure what is going on here but it looks like a ghost",t5_1,5827
18074,"I am afraid that the man is going to kill someone",t5_2,5827
18075,"how the elephant is looking&GREY#GREY#DARKGREY#GREY#TAN makes me scared",FST,5827
18076,"Colors are calming and the scene is peaceful",bart_1,5828
18077,"Like the colors and the structure of the building",bart_2,5828
18078,"I like the way the colors are painted",t5_1,5828
18079,"I like the colors and the way the painting is painted",t5_2,5828
18080,"it's pleasing to look at how the house is looking&LIGHTGREY#TAN#DARKGREY#BROWN#DARKGREY",FST,5828
18081,"Watercolor painting of a peaceful river scene",bart_1,5829
18082,"Love the colors and the way the trees are painted makes it look like a nice day",bart_2,5829
18083,"I like the way the colors are painted",t5_1,5829
18084,"I like the way the woman is sitting on the chair",t5_2,5829
18085,"&WHITE#DARKGREY#GREY#NAVY#GREY pleasing",FST,5829
18086,"Colors are calming and the shapes look like they are relaxing",bart_1,5830
18087,"Love the colors of the trees and the water looks calm",bart_2,5830
18088,"I like the way the colors are drawn and the shapes are very realistic",t5_1,5830
18089,"I like the way the artist painted the painting",t5_2,5830
18090,"how the chair is painted&TAN#BEIGE#GREY#DARKGREY#GREY makes me happy",FST,5830
18091,"Scene is peaceful and relaxing the colors are calming",bart_1,5831
18092,"Love the way the trees are painted it is very peaceful",bart_2,5831
18093,"I like the way the colors are painted",t5_1,5831
18094,"I like the colors and the way the trees are painted",t5_2,5831
18095,"it's nice the way the oak tree is looking&LIGHTGREY#GREY#GREY#LIGHTGREY#DARKGREY",FST,5831
18096,"Horse looks like it is about to hurt someone",bart_1,5832
18097,"Looks like a ghost and I feel fear for the people in this painting",bart_2,5832
18098,"I am not sure what is going on here but it looks like a ghost",t5_1,5832
18099,"I feel fear because it looks like a monster is about to attack someone",t5_2,5832
18100,"how the cattle is painted&LIGHTGREY#GREY#GREY#DARKGREY#DARKGREY is creepy",FST,5832
18101,"Painting is very detailed and I like the contrast between the black and white",bart_1,5833
18102,"Love the colors and the shapes in this painting",bart_2,5833
18103,"I love the way the colors are painted",t5_1,5833
18104,"I love the colors and the way they are drawn",t5_2,5833
18105,"how the wardrobe is looking&WHITE#LIGHTGREY#TAN#GREY#DARKGREY makes me in awe",FST,5833
18106,"Painting is boring because it looks like a child's drawing",bart_1,5834
18107,"Am disappointed by the lack of details in the drawing and the lack to detail on the faces",bart_2,5834
18108,"I am not sure what is going on here but it looks like a lot of people are trying to figure out what they are doing",t5_1,5834
18109,"I am not sure what this painting is supposed to be",t5_2,5834
18110,"i'm confused about this artwork",FST,5834
18111,"Painting is boring and lacks details in the image",bart_1,5835
18112,"Do not know what I am looking at",bart_2,5835
18113,"I am not sure what is going on here but it makes me feel confused",t5_1,5835
18114,"I am not sure what this is supposed to be",t5_2,5835
18115,"i'm not sure what's going on here",FST,5835
18116,"Black and white painting looks like a scary place to be",bart_1,5836
18117,"Looks like a ghost and I fear for the people in this painting",bart_2,5836
18118,"I am not sure what is going on here but it looks like a ghost",t5_1,5836
18119,"I am afraid that the person in the painting is going to kill someone",t5_2,5836
18120,"the way the chair is looking&DARKGREY#DARKGREY#LIGHTGREY#GREY#DARKGREY scary",FST,5836
18121,"Scene is peaceful and the colors are calming",bart_1,5837
18122,"Love the colors and the way the horse is drawn makes it seem like they are moving",bart_2,5837
18123,"I like the way the colors are painted",t5_1,5837
18124,"I like the way the colors are blended together",t5_2,5837
18125,"it's nice how the castle is painted&VIOLET#LIGHTGREY#GREY#DARKGREY#TAN",FST,5837
18126,"Painting is boring because it is just a bunch of random shapes that do not make me feel much",bart_1,5838
18127,"Do not know what I am looking at but it looks like a drawing of a tree",bart_2,5838
18128,"I am not sure what is going on here but it makes me feel confused",t5_1,5838
18129,"I am not sure what this painting is supposed to be",t5_2,5838
18130,"i don't get what the artist wanted to say here",FST,5838
18131,"Mountains in the background look like they are glowing with sunlight",bart_1,5839
18132,"Am amazed by the beauty of nature and how beautiful it is",bart_2,5839
18133,"I love the way the colors are painted",t5_1,5839
18134,"I love the way the colors are blended together",t5_2,5839
18135,"how the mountain is painted&DARKGREY#DARKGREY#DARKGREY#GREY#DARKGREY makes me in awe",FST,5839
18136,"Painting is boring and the colors are bland",bart_1,5840
18137,"Am disappointed by the lack of details in the drawing and the lack to detail on the faces",bart_2,5840
18138,"I am not sure what is going on here but it looks like a painting of a horse",t5_1,5840
18139,"I am not sure what this painting is supposed to be",t5_2,5840
18140,"i'm not sure what's going on here",FST,5840
18141,"Man is carrying a basket of flowers on his back",bart_1,5841
18142,"Love the colors and the scene is very peaceful",bart_2,5841
18143,"I like the way the colors are drawn and the scene is very dark",t5_1,5841
18144,"I like the colors and the way the man is holding the horse",t5_2,5841
18145,"how the elephant is painted&GREY#LIGHTGREY#DARKGREY#GREY#DARKGREY makes me content",FST,5841
18146,"Painting is boring because it is just a bunch of random shapes that do not make me feel much",bart_1,5842
18147,"Am curious as to what is going on in this painting it looks like a child's drawing",bart_2,5842
18148,"I am not sure what is going on here but it looks like a painting of a tree",t5_1,5842
18149,"I am not sure what this painting is supposed to be",t5_2,5842
18150,"the artwork is somewhat interesting",FST,5842
18151,"Black and white painting of a tiger with his mouth open looks like it is in pain",bart_1,5843
18152,"Looks like a ghost and I fear for the lives of the people in this painting",bart_2,5843
18153,"I am not sure what is going on here but it looks like a monster",t5_1,5843
18154,"I feel fear because the man looks like he is about to kill someone",t5_2,5843
18155,"&LIGHTGREY#BROWN#DARKGREY#TAN#GREY scary",FST,5843
